가맹점ID,가맹점명,맞춤형설명,업종,개설일,폐업일,주소,상권,유동고객비율_3m,유동고객비율_2m,유동고객비율_1m,직장고객비율_3m,직장고객비율_2m,직장고객비율_1m,거주고객비율_3m,거주고객비율_2m,거주고객비율_1m,신규고객비율_3m,신규고객비율_2m,신규고객비율_1m,재방문율_3m,재방문율_2m,재방문율_1m,상권내폐업비율_3m,상권내폐업비율_2m,상권내폐업비율_1m,업종내폐업비율_3m,업종내폐업비율_2m,업종내폐업비율_1m,상권내매출순위비율_3m,상권내매출순위비율_2m,상권내매출순위비율_1m,업종내매출순위비율_3m,업종내매출순위비율_2m,업종내매출순위비율_1m,신규고객비율_추세,상권내매출순위비율_추세,업종내매출순위비율_추세,유동고객비율_추세,상권내폐업비율_추세,업종내폐업비율_추세,재방문율_추세,매출금액구간_추세,거주고객비율_추세,직장고객비율_추세,매출건수구간_추세,매출건수구간_3m,매출건수구간_2m,매출건수구간_1m,매출금액구간_3m,매출금액구간_2m,매출금액구간_1m
386397E23E,동명**,"폐업 위험도: 낮음 (0.01). 주요 원인: 남성30대비율 영향도 0.55, 업종내폐업비율 영향도 0.47, 매출금액구간 영향도 -0.44. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",축산물,2021-06-21,,서울특별시 성동구 마장로31가길 5,마장동,5.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,6.8355,8.7204,8.8264,3.141,2.7864,3.3345,13.1224,11.5668,11.232,5.7585,5.5404,6.4584,증가 감소,감소 감소,감소 증가,유지 감소,증가 증가,감소 증가,유지 유지,유지 유지,유지 유지,감소 유지,감소 증가,3.0,4.0,5.0,3.0,4.0,5.0
82090124F0,백억******,"폐업 위험도: 낮음 (0.00). 주요 원인: 취소율구간 영향도 -0.82, 여성20대이하비율 영향도 0.60, 남성60대이상비율 영향도 -0.57. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",카페,2016-05-18,,서울 성동구 아차산로 49.,뚝섬,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,38.4,37.6,44.8,2.8224,3.0472,3.1374,11.5772,11.6748,11.6901,14.9556,14.7384,14.5393,7.4572,7.7832,8.0867,감소 유지,감소 감소,증가 증가,유지 증가,증가 증가,증가 증가,감소 증가,유지 유지,유지 유지,유지 유지,증가 증가,3.0,2.0,1.0,3.0,3.0,1.0
EA3F4A792D,닥엔*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 객단가구간 영향도 -0.72, 업종내폐업비율 영향도 -0.46, 매출금액구간 영향도 0.45. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 신규 고객 비율 높음",치킨,2021-03-11,,서울특별시 성동구 고산자로6길 31-1,상권없음,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,6.0,99.0,81.4,87.0,0.0,0.0,0.0,6.2271,9.9012,10.7892,18.6813,14.8518,10.7892,12.4542,9.9012,16.1838,유지 증가,감소 감소,감소 증가,유지 유지,유지 유지,증가 증가,감소 증가,유지 유지,감소 증가,유지 유지,증가 감소,5.0,5.0,5.0,5.0,6.0,5.0
80DB3D6336,피자*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 0.81, 매출건수구간 영향도 -0.55, 유동고객비율 영향도 -0.43. 고객유형: 고르게 분포, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",피자,2020-02-20,,서울특별시 성동구 장터길 43,금남시장,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,68.8,71.3,65.9,7.3185,7.006,7.3514,5.9675,5.7,5.4288,9.548,10.184,10.1036,8.778,8.55,8.1055,유지 유지,증가 감소,감소 감소,유지 감소,감소 증가,감소 감소,증가 감소,유지 유지,유지 유지,유지 감소,감소 증가,4.0,3.0,4.0,4.0,4.0,4.0
85A3A72B48,푸라*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출금액구간 영향도 -0.58, 업종내매출순위비율 영향도 0.52, 객단가구간 영향도 -0.50. 고객유형: 고르게 분포, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",한식-육류/고기,2021-06-09,,서울특별시 성동구 성수일로 10,성수,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,49.8,38.9,39.5,6.72,7.0702,6.4125,8.4952,8.5581,7.93,7.7736,7.8255,7.6375,7.052,6.993,7.345,유지 유지,증가 감소,감소 증가,유지 유지,증가 감소,증가 감소,감소 증가,유지 유지,유지 감소,유지 유지,증가 감소,3.0,4.0,4.0,3.0,3.0,4.0
F0879D5E1E,금대***,"폐업 위험도: 낮음 (0.01). 주요 원인: 업종내폐업비율 영향도 1.25, 유동고객비율 영향도 -0.93, 취소율구간 영향도 0.78. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",축산물,2020-12-02,,서울특별시 성동구 독서당로 297-2,금남시장,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,6.0,5.0,4.0,0.0,0.0,0.0,13.1669,12.8712,12.8366,1.7556,1.6956,1.3838,8.2137,8.7292,8.4915,11.1606,10.99,11.0075,감소 감소,증가 감소,감소 증가,유지 유지,감소 감소,감소 감소,유지 유지,유지 유지,유지 감소,유지 증가,증가 감소,1.0,2.0,2.0,1.0,1.0,2.0
EB654FE0E6,화곡**********,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 -0.75, 업종내폐업비율 영향도 -0.56, 매출금액구간 영향도 -0.50. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",도너츠,2023-02-13,,서울특별시 성동구 왕십리로 357,상권없음,2.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0697,4.9476,4.752,11.5857,11.3668,11.008,16.6123,17.27,17.728,13.486,13.6276,13.696,유지 유지,증가 증가,증가 증가,증가 유지,감소 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 증가,감소 증가,4.0,3.0,2.0,4.0,4.0,3.0
636DB3B918,나영**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -0.64, 매출금액구간 영향도 -0.51, 여성30대비율 영향도 -0.44. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",백반/가정식,2019-10-25,,서울특별시 성동구 무수막길 91-1,신금호,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,34.9821,35.2244,36.3188,0.5709,0.6549,0.5845,1.1418,1.239,1.3193,2.1798,2.0886,1.7368,유지 유지,증가 증가,감소 감소,유지 유지,증가 증가,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 증가,4.0,4.0,4.0,4.0,4.0,4.0
072ED18558,오토**********,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.56, 신규고객비율 영향도 0.48, 배달매출비율 영향도 0.48. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",분식,2023-02-09,,서울특별시 성동구 왕십리로 410,상권없음,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,77.1,74.9,77.2,2.4168,2.4124,2.52,11.1166,11.0536,11.0888,22.6424,22.5116,21.912,16.7772,16.6478,16.3344,유지 증가,감소 감소,감소 감소,유지 유지,감소 증가,감소 증가,감소 증가,유지 유지,유지 유지,유지 유지,감소 증가,2.0,2.0,2.0,2.0,2.0,2.0
87500B57DE,반포******,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 1.09, 업종_대분류 영향도 -0.86, 군집_고객유형 영향도 -0.54. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",동남아/인도음식,2020-10-27,,서울특별시 성동구 아차산로17길 49,상권없음,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,19.3,16.4,21.4,2.519,2.5312,2.5764,13.0622,13.0424,12.7684,17.886,18.4676,18.7964,11.9782,11.7272,11.6176,감소 유지,증가 증가,감소 감소,증가 유지,증가 증가,감소 감소,감소 증가,유지 유지,유지 유지,증가 유지,증가 감소,1.0,2.0,1.0,1.0,1.0,2.0
84407A0DDB,애플********,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 1.05, 유동고객비율 영향도 0.69, 군집_고객유형 영향도 -0.63. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",분식,2022-06-14,,서울특별시 성동구 한림말5길 11,옥수,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,1.0,42.3,44.8,39.4,5.9148,5.841,5.6355,2.6208,2.4219,2.1231,8.2628,7.9677,7.5151,12.5216,12.285,12.132,증가 감소,감소 감소,감소 감소,유지 유지,감소 감소,감소 감소,증가 감소,유지 유지,유지 감소,유지 유지,증가 감소,4.0,3.0,3.0,3.0,3.0,3.0
43C7FF8A46,은하***,"폐업 위험도: 낮음 (0.01). 주요 원인: 업종_대분류 영향도 1.46, 여성20대이하비율 영향도 -0.48, 업종내매출순위비율 영향도 -0.45. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",한식-해물/생선,2019-10-30,,경기 동두천시 중앙로265번길 30.,행당,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,16.116,16.328,16.9822,1.47,1.3545,1.1713,4.809,4.601,4.5526,4.284,4.3215,4.42,유지 유지,감소 감소,증가 증가,유지 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,5.0,4.0,4.0,4.0,4.0,4.0
2C1B90C392,레타*********,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.61, 여성20대이하비율 영향도 0.58, 남성50대비율 영향도 -0.57. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-단품요리일반,2020-06-02,,서울 성동구 왕십리로10길 19-2.,뚝섬,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.1872,1.178,1.3125,21.0715,22.01,21.625,33.4628,31.496,31.5,4.8433,4.712,4.8125,유지 유지,감소 증가,감소 증가,유지 유지,감소 증가,증가 감소,유지 유지,유지 유지,증가 감소,유지 유지,감소 감소,3.0,4.0,4.0,3.0,3.0,4.0
5019B0EA07,행운**,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -1.47, 취소율구간 영향도 -0.81, 여성30대비율 영향도 0.50. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",백반/가정식,2006-07-24,,서울 성동구 아차산로11길 11,성수,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,2.1284,2.1318,2.1284,7.7418,7.5346,7.48,16.1568,16.039,16.269,7.8166,8.1314,8.0784,증가 감소,감소 증가,증가 감소,유지 유지,증가 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,3.0,2.0,2.0,3.0,3.0,2.0
3C9076A1D4,쇼*,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -1.18, 여성20대이하비율 영향도 0.62, 객단가구간 영향도 -0.40. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",이자카야,2008-06-26,,서울 성동구 마조로5길 4-10.,한양대,5.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8239,1.1385,0.9828,9.1866,8.435,8.662,8.9105,9.2303,9.4428,4.3423,4.1211,4.2212,유지 유지,증가 증가,감소 증가,감소 유지,증가 감소,감소 증가,유지 유지,유지 유지,유지 유지,감소 유지,증가 증가,4.0,4.0,5.0,4.0,4.0,4.0
33E3AC210C,크라********,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 3.08, 신규고객비율 영향도 -1.73, 업종내매출순위비율 영향도 -0.45. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",요리주점,2024-08-27,,서울특별시 성동구 왕십리로20길 8,왕십리,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.9776,4.774,5.372,6.8608,7.8864,7.328,8.442,10.2078,10.528,4.0468,4.8336,5.408,유지 유지,증가 증가,증가 증가,유지 유지,감소 증가,증가 감소,유지 유지,유지 유지,유지 감소,유지 유지,감소 증가,2.0,3.0,3.0,1.0,2.0,3.0
F1D42A1E4A,커농**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 -0.52, 신규고객비율 영향도 0.46, 직장고객비율 영향도 -0.44. 고객유형: 고르게 분포, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",카페,2014-10-08,,서울 성동구 살곶이길 346.,한양대,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,6.0,4.0,27.2,20.1,31.9,5.1333,4.7385,4.6872,4.0719,4.065,3.9936,6.5926,6.1788,5.6832,8.4208,8.4823,8.0384,증가 감소,감소 감소,증가 감소,유지 유지,감소 감소,감소 감소,감소 증가,유지 유지,유지 유지,유지 유지,감소 증가,4.0,3.0,3.0,4.0,4.0,3.0
041B7CBFB0,찰리****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.83, 매출금액구간 영향도 -0.81, 남성30대비율 영향도 -0.43. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",베이커리,2021-10-12,,서울특별시 성동구 왕십리로 410,상권없음,2.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,1.0,15.3,17.6,10.7,2.409,2.4675,2.6286,12.261,11.8767,11.4699,23.651,23.6863,23.205,17.286,17.7144,17.9673,유지 감소,증가 감소,증가 증가,증가 감소,증가 증가,감소 감소,증가 감소,유지 유지,감소 유지,유지 유지,증가 감소,4.0,2.0,2.0,3.0,4.0,3.0
F4696BFFD9,그린*,"폐업 위험도: 낮음 (0.00). 주요 원인: 유동고객비율 영향도 -0.94, 여성20대이하비율 영향도 0.64, 군집_고객유형 영향도 -0.53. 고객유형: 30-50대 남성 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",백반/가정식,2022-11-24,,서울특별시 성동구 고산자로 284,왕십리,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,6.0,1.0,31.8,34.1,31.6,2.6268,2.5608,2.0822,16.6152,17.3196,18.3967,20.7088,21.7872,22.6914,11.3176,10.6488,11.0252,증가 감소,증가 증가,감소 증가,유지 유지,감소 감소,증가 증가,증가 감소,유지 유지,유지 유지,유지 유지,증가 감소,5.0,4.0,4.0,5.0,4.0,4.0
01670CF403,한스*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.85, 취소율구간 영향도 -0.68, 업종내폐업비율 영향도 -0.50. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",베이커리,2020-07-09,,서울특별시 성동구 왕십리로 390,상권없음,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,4.0,6.0,15.1,21.2,13.8,2.9488,2.9032,3.0178,11.7504,11.433,11.5566,21.726,21.7536,21.5682,14.3208,14.7084,14.9556,감소 증가,증가 감소,증가 증가,유지 유지,감소 증가,감소 증가,증가 감소,유지 유지,유지 유지,유지 유지,감소 증가,2.0,2.0,2.0,1.0,2.0,2.0
0507C6C859,가띠**,"폐업 위험도: 높음 (0.91). 주요 원인: 상권내폐업비율 영향도 1.08, 여성20대이하비율 영향도 1.06, 매출건수구간 영향도 1.00. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",샌드위치/토스트,2023-08-17,2025-08-19,서울특별시 성동구 금호로 148-1,신금호,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,60.1,63.0,77.2,1.2189,1.3122,1.0665,19.3294,17.9409,18.0068,30.8966,30.8099,32.6564,13.8502,14.3073,14.1155,유지 유지,감소 증가,증가 감소,유지 증가,증가 감소,감소 증가,증가 증가,유지 유지,유지 유지,유지 증가,감소 증가,5.0,5.0,4.0,5.0,4.0,4.0
3F995F0EF7,얼음********,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -0.92, 매출건수구간 영향도 -0.79, 업종내폐업비율 영향도 0.67. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",식료품,2023-06-05,,서울특별시 성동구 고산자로6가길 21,상권없음,1.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,3.8808,3.976,4.059,10.168,10.1606,10.1505,10.3168,10.2612,10.4535,16.6656,17.0014,16.867,유지 유지,감소 증가,증가 감소,증가 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,4.0,2.0,1.0,4.0,4.0,2.0
5C18E06E09,아이***********,"폐업 위험도: 낮음 (0.01). 주요 원인: 운영개월수구간 영향도 3.97, 업종_대분류 영향도 -0.89, 유동고객비율 영향도 -0.61. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",식료품,2024-07-08,,서울특별시 성동구 난계로 35,상권없음,1.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0572,3.913,3.7926,11.6831,11.799,11.5713,10.5651,11.058,10.9564,20.4594,21.204,21.0184,유지 유지,증가 감소,증가 감소,증가 유지,감소 감소,증가 감소,유지 유지,유지 유지,감소 유지,유지 유지,감소 증가,4.0,2.0,1.0,4.0,4.0,2.0
58B096EF00,신선***,"폐업 위험도: 낮음 (0.01). 주요 원인: 업종내폐업비율 영향도 1.03, 유동고객비율 영향도 0.61, 객단가구간 영향도 -0.57. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",축산물,2012-04-05,,서울  성동구  마조로  55,상권없음,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.3533,7.104,7.437,12.5085,13.6552,12.8639,7.9893,7.9992,8.3096,4.5192,4.6864,5.1935,유지 유지,증가 증가,증가 증가,유지 유지,감소 증가,증가 감소,유지 유지,유지 유지,유지 유지,유지 증가,감소 증가,5.0,4.0,4.0,4.0,4.0,4.0
2CC6C6DCC3,침착*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 -0.72, 매출금액구간 영향도 -0.66, 여성30대비율 영향도 0.45. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",베이커리,2018-04-02,,서울특별시 성동구 금호로 145,신금호,1.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,3.2828,3.3276,3.2804,6.7398,6.7492,6.5702,22.5855,22.1862,22.0932,21.5817,21.6836,21.9488,유지 증가,감소 감소,증가 증가,증가 유지,증가 감소,증가 감소,유지 유지,유지 유지,증가 감소,증가 유지,증가 증가,3.0,2.0,1.0,3.0,2.0,2.0
349995B62A,실내**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -0.94, 여성20대이하비율 영향도 0.59, 객단가구간 영향도 -0.57. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",포장마차,2015-10-28,,서울 성동구 무학로2길 41.,왕십리,5.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6716,14.5899,11.5478,15.6716,15.1931,12.4729,4.825,4.8633,5.0721,유지 유지,감소 감소,증가 증가,유지 유지,유지 유지,감소 감소,유지 유지,유지 유지,증가 유지,유지 감소,증가 감소,5.0,5.0,5.0,4.0,5.0,5.0
86129404BB,빽다********,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.55, 매출금액구간 영향도 -0.52, 남성60대이상비율 영향도 -0.45. 고객유형: 고르게 분포, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",커피전문점,2021-03-24,,서울특별시 성동구 용답중앙15길 18,답십리,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,6.1,4.5,5.1,3.2574,3.2757,3.3356,13.281,13.1029,12.936,13.747,13.7974,13.7676,8.388,8.2877,8.2698,유지 유지,증가 감소,감소 감소,유지 유지,증가 증가,감소 감소,감소 증가,유지 유지,유지 유지,유지 유지,감소 감소,3.0,1.0,1.0,3.0,3.0,1.0
